Sr No.,Utterance,speaker,emotion,Sentiment,dialogue_id,Utterance_ID,Season,Episode,StartTime,EndTime,orig_dialogue_id,utterance_de_deepl
7571,where is this party,Janice,neutral,neutral,758,6,3,4,"0:17:13,574","0:17:14,786",759,Wo ist diese Party?
7572,here in chelsea,Chandler,neutral,neutral,758,7,3,4,"0:17:14,786","0:17:16,007",759,Hier in Chelsea.
7573,who s party is it,Janice,anger,negative,758,8,3,4,"00:17:16,493","00:17:17,910",759,Wessen Party ist es?
7574,a woman s,Chandler,neutral,neutral,758,9,3,4,"0:17:18,120","0:17:19,012",759,Die einer Frau.
7575,what woman,Janice,anger,negative,758,10,3,4,"0:17:19,012","0:17:20,510",759,Welcher Frau?!
7576,chelsea,Chandler,neutral,neutral,758,11,3,4,"00:17:21,957","00:17:23,708",759,Chelsea.
7578,either you re seeing somebody behind my back which would make you the biggest jerk on the planet,Janice,disgust,negative,758,12,3,4,"00:17:25,085","00:17:31,257",759,"Entweder triffst du dich mit jemandem hinter meinem Rücken, was dich zum größten Idioten auf dem Planeten machen würde."
7579,or else you re pretending that you re seeing somebody which just makes you so pathetic that i could start crying right here in the cereal aisle,Janice,disgust,negative,758,13,3,4,"00:17:31,425","00:17:37,513",759,"Oder du gibst vor, dass du dich mit jemandem triffst, was dich so erbärmlich macht, dass ich hier im Cornflakes-Gang anfangen könnte zu heulen."
7580,so like which of these two guys do you want to be,Janice,sadness,negative,758,14,3,4,"00:17:37,681","00:17:41,267",759,"Also, welcher von diesen beiden Typen willst du sein?"
7581,can i be that guy,Chandler,joy,positive,758,15,3,4,"00:17:42,311","00:17:44,479",759,Kann ich dieser Typ sein?
7582,great story again the yarns that you weave woo-hoo-hoo,Chandler,joy,positive,759,0,6,18,"00:14:09,139","00:14:12,433",760,"Wieder eine tolle Geschichte! Die Fäden, die du spinnst! Wuhuuuuu!"
7583,y know uh actually i-i-i should get going,Dana,anger,negative,759,1,6,18,"00:14:15,479","00:14:18,523",760,"Weißt du, eigentlich sollte ich jetzt gehen."
7584,oh no-no-no stay stay because you-you should you-you-you should stay,Chandler,fear,negative,759,2,6,18,"00:14:18,691","00:14:22,777",760,"Oh, nein, nein, nein! Bleib hier! Bleib! Weil du... du solltest... du... du solltest bleiben!"
7585,wow oh i am really flattered but i just i don t feel that way about you,Dana,surprise,positive,759,3,6,18,"00:14:24,321","00:14:33,204",760,"Oh, ich fühle mich wirklich geschmeichelt. Oh, ich fühle mich wirklich geschmeichelt, aber ich empfinde einfach nicht so für dich."
7586,oh no-no-no that s not-no-no-no,Chandler,anger,negative,759,4,6,18,"00:14:34,373","00:14:37,333",760,"Oh nein, nein, nein, das ist nicht... Nein, nein, nein!"
7587,did you just flick me,Monica,anger,negative,760,0,2,13,"00:10:28,044","00:10:29,711",761,Hast du mich gerade geschnippt?
7588,ok well you wouldn t let me finish and i was jus- [monica flicks her back] ow that hurt [flicks monica],Rachel,joy,positive,760,1,2,13,"00:10:31,339","00:10:37,594",761,"Ok, du hast mich nicht ausreden lassen und ich wollte nur... Das tat weh."
7589,oh all right now let s not do this,Phoebe,anger,negative,760,2,2,13,"00:10:48,898","00:10:49,981",761,"Oh! Schon gut.  Also, lass uns das nicht tun!"
7590,happy thoughts happy thoughts,Phoebe,anger,negative,760,3,2,13,"00:10:51,400","00:10:53,652",761,Fröhliche Gedanken!  Fröhliche Gedanken!
7591,ok now i m gonna kick some ass,Phoebe,anger,negative,760,4,2,13,"00:11:04,538","00:11:06,414",761,"Okay, jetzt werde ich einigen in den Arsch treten."
7592,ow ow ow,Rachel,anger,negative,760,5,2,13,"00:11:08,751","00:11:10,001",761,Aua! Aua! Aua!
7594,alright now i will let go if you both stop,Phoebe,neutral,neutral,760,6,2,13,"00:11:15,424","00:11:19,219",761,"In Ordnung, jetzt werde ich loslassen, wenn ihr beide aufhört."
7595,fine,Rachel,anger,negative,760,7,2,13,"0:11:36,112","0:11:36,954",761,Na schön!
7596,fine,Monica,anger,negative,760,8,2,13,"0:11:36,954","0:11:38,374",761,Na schön!
7597,there we go you know what if we were in prison you guys would be like my bitches,Phoebe,neutral,neutral,760,9,2,13,"00:11:38,489","00:11:44,744",761,"Da haben wir's. Wisst ihr was, wenn wir im Gefängnis wären, wärt ihr so was wie meine Schlampen."
7598,okay buddy-boy here it is you hide my clothes i m wearing everything you own,Joey,neutral,neutral,761,0,3,2,"00:17:10,571","00:17:17,326",762,"Okay, Kumpel-Junge. Hier ist es. Du versteckst meine Klamotten, ich ziehe alles an, was du besitzt."
7599,oh my god,Chandler,surprise,negative,761,1,3,2,"00:17:17,870","00:17:19,454",762,"Oh, mein Gott!"
7600,look at me i m chandler could i,Joey,joy,positive,761,2,3,2,"00:17:25,085","00:17:29,797",762,Sieh mich an! Ich bin Chandler! Könnte ich
7602,whew it s hot with all of this stuff on,Joey,neutral,neutral,761,3,3,2,"00:17:38,807","00:17:41,100",762,"Puh, es ist heiß mit all dem Zeug auf."
7603,i ah i better not do any i don t know lunges,Joey,neutral,neutral,761,4,3,2,"00:17:41,310","00:17:43,895",762,"Ich, ah, ich mache besser keine, ich weiß nicht, Ausfallschritte."
7604,hi,Chandler,neutral,neutral,762,0,6,3,"0:09:24,480","0:09:25,032",763,Hi!
7605,hi,Monica,neutral,neutral,762,1,6,3,"0:09:25,032","0:09:25,996",763,Hi!
7606,hi listen i m sorry about before,Chandler,sadness,negative,762,2,6,3,"0:09:26,107","0:09:27,984",763,"Hi, hör zu, es tut mir leid wegen vorhin."
7607,i don t need to have a game room,Chandler,neutral,neutral,762,3,6,3,"0:09:27,984","0:09:29,515",763,Ich muss kein Spielzimmer haben.
7608,i mean when i was a kid i only played those games because i couldn t get girls and now i,Chandler,neutral,neutral,762,4,6,3,"00:09:29,610","00:09:35,115",763,"Ich meine, als ich ein Kind war, habe ich diese Spiele nur gespielt, weil ich keine Mädchen abbekommen habe, und jetzt"
7609,stop it chandler i m sorry too,Monica,sadness,negative,762,5,6,3,"00:09:44,333","00:09:49,329",763,"Hör auf, Chandler. Es tut mir auch leid."
7610,really,Chandler,surprise,positive,762,6,6,3,"0:09:50,548","0:09:51,150",763,Wirklich?!
7611,yeah oh yes,Monica,anger,negative,762,7,6,3,"0:09:51,150","0:09:53,152",763,"Ja, wirklich! Oh ja!"
7612,ohh,Chandler,neutral,neutral,762,8,6,3,"00:09:53,259","00:09:54,901",763,Ohh.
7613,listen we don t have to make that a guest room we can think of something to do with the room together,Monica,joy,positive,762,9,6,3,"00:09:54,969","00:09:59,347",763,"Hör mal, wir müssen daraus kein Gästezimmer machen, wir können uns zusammen etwas aus dem Zimmer machen."
7614,that s a great idea we can,Chandler,joy,positive,762,10,6,3,"00:09:56,971","00:09:59,347",763,Das ist eine tolle Idee! Wir können
7615,totally,Monica,joy,positive,763,0,2,3,"00:10:02,643","00:10:04,561",764,Auf jeden Fall!
7616,we don t have to come up with this now,Chandler,neutral,neutral,764,0,6,3,"0:10:09,358","0:10:10,660",765,Wir müssen uns das jetzt nicht ausdenken.
7617,oh good,Monica,joy,positive,764,1,6,3,"0:10:10,660","0:10:12,538",765,"Oh, gut."
7618,yeah and i am okay with being a pushover,Rachel,neutral,neutral,765,0,6,12,"00:13:23,928","00:13:26,805",766,"Ja, und ich bin okay damit, ein Schwächling zu sein."
7619,that s great good for you guys,Phoebe,joy,positive,765,1,6,12,"00:13:27,223","00:13:29,390",766,Das ist toll. Gut für euch Jungs.
7620,i am not high maintenance,Monica,anger,negative,765,2,6,12,"0:13:30,059","0:13:31,311",766,Ich bin nicht hoch Wartung!
7621,i am not a pushover,Rachel,anger,negative,765,3,6,12,"0:13:31,311","0:13:32,865",766,Ich bin nicht ein Schwächling!
7622,who said you were,Phoebe,neutral,neutral,765,4,6,12,"0:13:34,355","0:13:35,899",766,"Wer sagte, Sie waren?"
7623,you did,Rachel,anger,negative,765,5,6,12,"0:13:35,899","0:13:36,629",766,Du warst es!
7624,oh i m flaky i ll say anything,Phoebe,neutral,neutral,765,6,6,12,"00:13:36,774","00:13:39,150",766,"Oh, ich bin flockig. Ich werde alles sagen."
7625,ok i know this is gonna sound really stupid but i feel that if i can do this you know if i can actually do my own laundry there isn t anything i can t do,Rachel,joy,positive,766,0,1,5,"00:16:13,555","00:16:21,020",767,"Ich weiß, das klingt jetzt blöd, aber wenn ich das kann, wenn ich meine Wäsche selbst wasche, kann ich alles schaffen."
7626,that does not sound stupid to me,Ross,neutral,neutral,766,1,1,5,"00:16:21,981","00:16:24,357",767,Das klingt nicht dumm für mich.
7627,you know it s like the first time i had to make dinner for myself after carol left me,Ross,neutral,neutral,766,2,1,5,"00:16:24,566","00:16:32,949",767,"Weißt du, es ist wie das erste Mal, als ich für mich selbst kochen musste, nachdem Carol mich verlassen hat?"
7628,i m sorry that s all the time we have,Ross,sadness,negative,766,3,1,5,"0:16:30,072","0:16:31,794",767,"Es tut mir leid, das ist die ganze Zeit, die wir haben."
7629,next on ross uh-oh,Ross,neutral,neutral,766,4,1,5,"0:16:31,794","0:16:32,996",767,Als Nächstes bei Ross... Oh-oh.
7630,what uh-oh,Rachel,joy,positive,766,5,1,5,"00:16:35,744","00:16:36,953",767,Was oh-oh?
7631,uh-oh uh-oh the laundry s done,Ross,fear,negative,766,6,1,5,"00:16:35,744","00:16:41,457",767,"Oh-oh, oh-oh, die Wäsche ist fertig."
7632,it s uh it s a song,Ross,neutral,neutral,766,7,1,5,"00:16:42,960","00:16:44,627",767,"Es ist, äh, es ist ein Lied."
7633,the laundry song that we sing,Ross,neutral,neutral,766,8,1,5,"00:16:44,878","00:16:46,713",767,"Das Wäschelied, das wir singen."
7634,uh-oh the laundry s done uh-oh uh-oh,Ross,neutral,neutral,766,9,1,5,"00:16:47,756","00:16:51,092",767,"Uh-oh, die Wäsche ist fertig, uh-oh, uh-oh."
7635,ross what s the matter,Rachel,anger,negative,766,10,1,5,"00:16:51,927","00:16:52,969",767,"Ross, was ist denn los?"
7636,nothing nothing lee-lo the laundry s done,Ross,neutral,neutral,766,11,1,5,"00:16:53,220","00:16:55,888",767,"Nichts, nichts. Lee-lo, die Wäsche ist fertig."
7637,why are you here,Chandler,surprise,positive,767,0,9,21,"00:13:53,582","00:13:55,083",768,Was machst du denn hier?
7638,well sid and i are trying again and we had trouble last time because apparently we,Janice,sadness,negative,767,1,9,21,"00:13:55,251","00:13:58,545",768,"Na ja, Sid und ich versuchen es noch mal und letztes Mal gab's Probleme, weil wir anscheinend..."
7639,no no no i mean,Chandler,neutral,neutral,767,2,9,21,"00:13:58,712","00:14:02,549",768,"Nein, nein, nein... Ich meine..,"
7640,oh someone s a little cranky today cuz they have to do it in a cup oh they gave you the kiddy size,Janice,anger,negative,767,3,9,21,"00:14:02,925","00:14:10,181",768,"Oh! Jemand ist heute ein bisschen launisch, weil er es in einem Becher machen muss! Oh! Sie haben dir die Kindergröße gegeben."
7641,what,Chandler,surprise,negative,767,4,9,21,"00:14:13,060","00:14:14,936",768,Was?!
7642,this was fun but i ve got an invasive vaginal exam to get to,Monica,joy,positive,767,5,9,21,"00:14:17,731","00:14:22,235",768,Das hat Spaß gemacht. Aber ich muss zu einer invasiven Vaginaluntersuchung.
7643,i d love to stay but i have eh got a hot date,Chandler,joy,positive,767,6,9,21,"00:14:23,696","00:14:27,323",768,"Ich würde gerne bleiben, aber ich habe ein heißes Date..."
7644,please go just let me know if you need a hand,Janice,neutral,neutral,767,7,9,21,"00:14:27,491","00:14:31,578",768,"Bitte... geh! Sag einfach Bescheid, wenn du Hilfe brauchst!"
7645,i think it just fell off,Chandler,neutral,neutral,767,8,9,21,"00:14:36,876","00:14:39,586",768,"Ich glaube, er ist einfach abgefallen."
7646,i don t want to be single okay i just i just- i just wanna be married again,Ross,sadness,negative,768,0,1,1,"00:03:22,660","00:03:25,829",769,"Ich will nicht Single sein, okay? Ich will nur... Ich will einfach nur wieder verheiratet sein!"
7647,and i just want a million dollars,Chandler,fear,negative,768,1,1,1,"00:03:29,959","00:03:33,086",769,Und ich will einfach nur eine Million Dollar!
7648,rachel,Monica,surprise,negative,768,2,1,1,"00:03:34,214","00:03:35,297",769,(Greene) Rachel?
7649,yeah,Chandler,neutral,neutral,769,0,5,5,"00:08:09,739","00:08:11,865",770,Ich weiß. Ja.
7650,look these clowns are trying to take us for a ride and i m not gonna let em,Monica,anger,negative,769,1,5,5,"00:08:12,033","00:08:15,744",770,Diese Clowns wollen uns verarschen. Das lasse ich nicht zu.
7651,and we re not a couple of suckers,Monica,anger,negative,769,2,5,5,"00:08:15,912","00:08:17,871",770,Und wir sind keine Dummköpfe!
7652,i hear ya mugsy,Chandler,neutral,neutral,769,3,5,5,"00:08:19,081","00:08:20,248",770,"Ich höre dich, Mugsy!"
7653,but look all these rooms are fine okay,Chandler,neutral,neutral,769,4,5,5,"00:08:21,751","00:08:23,752",770,"Aber sieh mal, alle diese Zimmer sind in Ordnung, okay?"
7654,can you just pick one so i can watch--have a perfect magical weekend together with you,Chandler,anger,negative,769,5,5,5,"00:08:23,920","00:08:30,509",770,"Kannst du dir einfach eins aussuchen, damit ich... ein perfektes, magisches Wochenende mit dir verbringen kann."
7655,okay,Monica,neutral,neutral,769,6,5,5,"00:08:34,555","00:08:36,431",770,Okay
7656,nothing it s over dammit this is regularly scheduled programming,Chandler,anger,negative,769,7,5,5,"00:08:36,599","00:08:41,728",770,Nichts! Es ist vorbei! Verdammt noch mal! Das ist das reguläre Programm!
7657,can we turn the tv off okay do we really want to spend the entire weekend like this,Monica,disgust,negative,769,8,5,5,"00:08:42,813","00:08:47,275",770,Können wir den Fernseher ausschalten? Okay? Wollen wir wirklich das ganze Wochenende so verbringen?
7658,oh i m sorry am i getting in the way of all the room switching fun,Chandler,anger,negative,769,9,5,5,"00:08:47,485","00:08:50,695",770,"Oh, tut mir leid, stehe ich dem ganzen Zimmerwechsel-Spaß im Weg?"
7659,hey don t blame me for wigging tonight,Monica,anger,negative,769,10,5,5,"00:08:50,863","00:08:54,032",770,"Hey, gib mir nicht die Schuld, dass ich heute Abend durchdrehe!"
7660,oh who should i blame the nice bell man who had to drag out luggage to 10 different rooms,Chandler,anger,negative,769,11,5,5,"00:08:50,863","00:08:56,868",770,"Oh, wem sollte ich die Schuld geben? Dem netten Pagen, der das Gepäck in 10 verschiedene Zimmer schleppen musste?"
7661,i don t know how about the idiot who thought he could drive from albany to canada on a half a tank of gas,Monica,anger,negative,769,12,5,5,"00:08:57,036","00:09:02,541",770,"Ich weiß nicht, wie wäre es mit dem Idioten, der dachte, er könnte von Albany nach Kanada mit einem halben Tank Benzin fahren!"
7662,do not speak ill of the dead,Chandler,anger,negative,769,13,5,5,"00:09:03,584","00:09:05,961",770,Sprich nicht schlecht über die Toten.
7663,we re supposed to uh be spending a romantic weekend together it-it what is the matter with you,Monica,anger,negative,769,14,5,5,"00:09:07,547","00:09:13,176",770,Wir wollten doch ein romantisches Wochenende miteinander verbringen. Was ist los mit dir?
7664,i just want to watch a little television what is the big deal geez relax mom,Chandler,sadness,negative,769,15,5,5,"00:09:13,344","00:09:17,973",770,"Ich will nur ein bisschen fernsehen. Was ist denn so schlimm daran? Oje, entspann dich, Mom."
7665,what did you say,Monica,anger,negative,769,16,5,5,"00:09:20,893","00:09:22,143",770,Was hast du gesagt?
7666,i said geez relax monnnnn,Chandler,fear,negative,769,17,5,5,"00:09:22,728","00:09:26,106",770,"Ich sagte: ""Mensch, entspann dich, Monnnnnn""."
7667,y know maybe it s best that we never got to do it again,Monica,neutral,neutral,770,0,5,1,"00:14:52,308","00:14:56,227",771,"Weißt du, vielleicht ist es das Beste, dass wir es nie wieder tun müssen."
7668,yeah it kinda makes that-that one night special y know technically we still,Chandler,neutral,neutral,770,1,5,1,"00:14:56,729","00:15:07,280",771,"Ja, das macht diese eine Nacht irgendwie besonders. Weißt du, technisch gesehen haben wir immer noch"
7669,i m gonna go to the bathroom maybe i ll see you there in a bit,Monica,neutral,neutral,770,2,5,1,"00:15:08,532","00:15:10,909",771,"Ich geh mal auf die Toilette, vielleicht sehen wir uns dort gleich?"
7670,kay,Chandler,neutral,neutral,770,3,5,1,"00:15:11,076","00:15:12,410",771,'Kay!
7671,can i ask you something,Joey,neutral,neutral,770,4,5,1,"00:15:19,877","00:15:21,336",771,Kann ich dich etwas fragen?
7672,uhh no,Chandler,neutral,neutral,770,5,5,1,"00:15:21,503","00:15:23,671",771,"Uhh, nein."
7673,felicity and i we re watching,Joey,neutral,neutral,770,6,5,1,"00:15:24,965","00:15:29,177",771,"Felicity und ich, wir sehen uns gerade"
7674,no,Chandler,neutral,neutral,770,7,5,1,"00:15:36,852","00:15:37,852",771,Nein.
7675,i mean the giant is like five years younger than me y know you think i ll ever get there,Joey,neutral,neutral,770,8,5,1,"00:15:38,145","00:15:42,273",771,"Ich meine, der Riese ist ungefähr fünf Jahre jünger als ich. Meinst du, ich komme jemals dahin?"
7676,yes,Chandler,neutral,neutral,770,9,5,1,"00:15:44,318","00:15:45,401",771,Ja?
7677,thanks man,Joey,neutral,neutral,770,10,5,1,"0:15:47,446","0:15:48,197",771,"Danke, Mann."
7678,okay man,Chandler,neutral,neutral,770,11,5,1,"0:15:48,197","0:15:49,898",771,"Okay, Mann."
7679,but what about how much taller he is than me,Joey,neutral,neutral,770,12,5,1,"00:15:49,990","00:15:52,867",771,"Aber was ist damit, wie viel größer er ist als ich?"
7680,i mean there s no way i can make myself taller now y know,Joey,neutral,neutral,770,13,5,1,"00:15:53,953","00:15:57,956",771,"Ich meine, es gibt keine Möglichkeit, mich größer zu machen, verstehst du?"
7681,and who knows what science will come up with in the future but chandler what if i die an unsuccessful regular sized man,Joey,anger,negative,770,14,5,1,"00:15:58,123","00:16:05,880",771,"Und wer weiß, was sich die Wissenschaft in der Zukunft ausdenkt, aber Chandler, was ist, wenn ich als erfolgloser, normalgroßer Mann sterbe?"
7682,hey monica wow you ve been in the bathroom for like a half-hour,Joey,surprise,negative,770,15,5,1,"00:16:07,925","00:16:10,885",771,"Hey, Monica, wow, du hast im Bad für wie eine halbe Stunde gewesen."
7683,i know,Monica,anger,negative,770,16,5,1,"00:16:11,887","00:16:13,638",771,"Ja, ich weiß."
7684,had the beef-tips huh,Joey,neutral,neutral,770,17,5,1,"00:16:13,931","00:16:15,640",771,"Hatte die Rinderspitzen, huh?"
7685,good-bye and god speed hope brady,Dr. Wesley,neutral,neutral,771,0,6,15,"00:20:12,502","00:20:15,046",772,"Auf Wiedersehen und viel Glück, Hope Brady."
7686,not so fast wesley,Dr. Drake Remoray,anger,negative,771,1,6,15,"00:20:16,465","00:20:18,257",772,"Nicht so schnell, Wesley!"
7687,ramoray,Dr. Wesley,sadness,negative,771,2,6,15,"00:20:20,052","00:20:23,763",772,Ramoray
7688,that s right wesley i just stopped by to say that you re not a real doctor and that woman s brain is fine,Dr. Drake Remoray,anger,negative,771,3,6,15,"00:20:20,052","00:20:32,188",772,"Das stimmt, Wesley! Ich bin nur vorbeigekommen, um dir zu sagen, dass du kein richtiger Arzt bist! Und das Gehirn dieser Frau ist in Ordnung."
7689,oh thank god,Rachel,joy,positive,771,4,6,15,"00:20:32,356","00:20:35,066",772,Oh! Gott sei Dank!
7690,hope hope,Dr. Drake Remoray,joy,positive,771,5,6,15,"0:20:42,658","0:20:44,830",772,Hope! Hope!
7691,drake,Hope,joy,positive,771,6,6,15,"0:20:44,830","0:20:46,840",772,Drake!
7692,you re not dying hope you re gonna live a long healthy life with me,Dr. Drake Remoray,joy,positive,771,7,6,15,"00:20:47,037","00:20:52,583",772,"Du wirst nicht sterben, Hope, du wirst ein langes, gesundes Leben führen. Mit mir."
7693,oh drake,Hope,joy,positive,771,8,6,15,"00:20:52,751","00:20:54,377",772,Oh Drake.
7694,okay,Rachel,joy,positive,771,9,6,15,"00:20:59,216","00:21:00,716",772,Okay
7695,here we go,Rachel,joy,positive,771,10,6,15,"00:21:00,884","00:21:02,385",772,Und los geht's.
7696,okay,Rachel,joy,positive,771,11,6,15,"00:21:03,637","00:21:05,429",772,Okay
7697,hi joey,Rachel,joy,positive,771,12,6,15,"0:21:08,392","0:21:09,435",772,Hi Joey.
7698,it s rachel,Rachel,joy,positive,771,13,6,15,"0:21:09,435","0:21:11,530",772,"Ich bin's, Rachel!"
7699,umm i am free tomorrow night,Rachel,neutral,neutral,771,14,6,15,"00:21:11,645","00:21:14,897",772,"Ähm, ich bin morgen Abend frei."
7700,yeah sure sure i can bring some sandwiches,Rachel,neutral,neutral,771,15,6,15,"00:21:16,525","00:21:19,568",772,"Ja, sicher, sicher kann ich ein paar Sandwiches mitbringen."
7701,ok we got the cole slaw we got the buns,Monica,neutral,neutral,772,0,1,24,"00:02:27,605","00:02:30,232",773,"Okay, wir haben den Krautsalat, wir haben die Brötchen..."
7702,we ve got the ground-up flesh of formerly cute cows and turkeys ew,Phoebe,disgust,negative,772,1,1,24,"00:02:30,441","00:02:34,611",773,"Wir haben das zerkleinerte Fleisch von ehemals süßen Kühen und Truthähnen, igitt..."
7703,men are here,Chandler,neutral,neutral,772,2,1,24,"00:02:36,447","00:02:38,365",773,Männer sind hier.
7704,mom would you relax,Rachel,sadness,negative,773,0,2,4,"00:00:02,961","00:00:05,045",774,"Mom, würdest du dich entspannen."
7705,that was 10 blocks from here and the the woman was walking alone at night i would never do that,Rachel,sadness,negative,773,1,2,4,"00:00:05,338","00:00:11,010",774,"Das war zehn Blocks von hier entfernt und die Frau ist nachts alleine gelaufen, das würde ich nie tun."
7706,mom c mon stop worrying,Rachel,fear,negative,773,2,2,4,"00:00:11,386","00:00:13,846",774,"Mom, komm schon, hör auf, dir Sorgen zu machen."
7707,this is a safe street this is a safe building there s nothing,Rachel,neutral,neutral,773,3,2,4,"00:00:14,055","00:00:17,391",774,"Das ist eine sichere Straße, das ist ein sicheres Gebäude, da ist nichts."
7708,hi,Stranger,neutral,neutral,773,4,2,4,"0:01:11,029","0:01:11,581",774,Hi!
7709,hi hi can i help you,Rachel,joy,positive,773,5,2,4,"0:01:11,581","0:01:13,249",774,"Hi, hi, kann ich Ihnen helfen?"
7710,yeah i m looking for phoebe does she still live here,Stranger,neutral,neutral,773,6,2,4,"00:01:13,364","00:01:15,616",774,"Ja, ich suche nach Phoebe, wohnt sie noch hier?"
7711,uh no she doesn t but i can i can get a message to her,Rachel,neutral,neutral,773,7,2,4,"00:01:15,784","00:01:18,160",774,"Nein, tut sie nicht, aber ich kann ihr etwas ausrichten."
7712,great uhh just tell her her husband stopped by,Stranger,neutral,neutral,773,8,2,4,"00:01:18,328","00:01:21,205",774,"Toll. Sagen Sie ihr einfach, ihr Mann war hier."
7713,what,Rachel,surprise,negative,773,9,2,4,"00:01:21,414","00:01:22,956",774,Was?!
7714,hey how how did you do that,Stranger,surprise,positive,773,10,2,4,"00:01:24,542","00:01:26,835",774,"Hey, wie, wie hast du das gemacht?"
7751,alright somebody,Rachel,neutral,neutral,774,0,1,7,"00:05:34,667","00:05:36,001",775,"In Ordnung, irgendjemand."
7752,ok i ll go ok senior year of college on a pool table,Monica,neutral,neutral,774,1,1,7,"00:05:37,754","00:05:41,965",775,"Okay, ich geh schon. Okay, letztes Jahr auf dem College... auf einem Billardtisch."
7754,whoooaa,All,surprise,positive,774,2,1,7,"00:05:42,175","00:05:43,675",775,Whoooaa!
7755,that s my sister,Ross,neutral,neutral,774,3,1,7,"00:05:43,976","00:05:45,635",775,Das ist meine Schwester.
7756,ok my weirdest place would have to be the women s room on the second floor of the new york city public library,Joey,neutral,neutral,774,4,1,7,"00:05:46,846","00:05:55,437",775,OK... mein seltsamster Ort wäre... die Damentoilette im zweiten Stock der Stadtbibliothek von New York.
7757,oh my god what were you doing in a library,Monica,surprise,negative,774,5,1,7,"00:05:55,646","00:05:58,565",775,"Oh, mein Gott! Was hast du in einer Was hast du in einer Bibliothek gemacht?"
7758,pheebs what about you,Ross,neutral,neutral,774,6,1,7,"0:06:00,693","0:06:01,835",775,"Pheebs, was ist mit dir?"
7759,oh milwaukee,Phoebe,neutral,neutral,774,7,1,7,"0:06:01,835","0:06:04,662",775,Oh... Milwaukee.
7760,um ross,Rachel,neutral,neutral,774,8,1,7,"00:06:08,576","00:06:10,744",775,Ähm... Ross?
7761,disneyland 1989 it s a small world after all,Ross,neutral,neutral,774,9,1,7,"00:06:12,205","00:06:15,832",775,"Disneyland, 1989, ""It's a Small World After All""."
7762,no way,All,surprise,positive,774,10,1,7,"00:06:18,211","00:06:19,294",775,Das gibt's doch nicht!
7763,the ride broke down,Ross,neutral,neutral,774,11,1,7,"00:06:19,545","00:06:20,879",775,Die Bahn ist kaputt gegangen.
7764,so carol and i went behind a couple of those mechanical dutch children then they fixed the ride and we were asked never to return to the magic kingdom,Ross,joy,positive,774,12,1,7,"00:06:21,089","00:06:31,098",775,"Also sind Carol und ich hinter ein paar dieser mechanischen holländischen Kinder gegangen... ...dann haben sie das Fahrgeschäft repariert, und wir wurden gebeten, nie wieder ins Magic Kingdom zu kommen."
7765,oh rachel,Phoebe,neutral,neutral,774,13,1,7,"00:06:32,016","00:06:33,433",775,"Oh, Rachel."
7715,hey,Monica,joy,positive,775,0,3,22,"0:09:19,308","0:09:19,830",776,Hey!
7716,hey,Rachel,joy,positive,775,1,3,22,"0:09:19,830","0:09:20,824",776,Hey!
7717,oh is the play over,Phoebe,neutral,neutral,775,2,3,22,"0:09:20,935","0:09:22,027",776,"Oh, ist das Stück zu Ende?"
7718,yeah where were you,Monica,neutral,neutral,775,3,3,22,"0:09:22,027","0:09:22,899",776,Ist das Stück vorbei? Wo warst du denn?
7719,thank you for your patience you re the next caller,Hold Voice,neutral,neutral,775,4,3,22,"00:09:23,020","00:09:27,190",776,"Danke für Ihre Geduld, Sie sind der nächste Anrufer."
7720,you were the next caller five hours ago you must be going crazy,Monica,joy,positive,775,5,3,22,"00:09:27,400","00:09:31,027",776,Sie waren vor fünf Stunden der nächste Anrufer. Du musst verrückt werden.
7721,nah i kept myself busy,Phoebe,neutral,neutral,775,6,3,22,"00:09:31,195","00:09:34,114",776,Nein. Ich habe mich beschäftigt.
7722,oh okay yeah i put your stuff in her room and her stuff in your room,Phoebe,neutral,neutral,775,7,3,22,"00:09:41,789","00:09:45,041",776,"Oh, okay, ja. Ich habe deine Sachen in ihr Zimmer gebracht und ihre Sachen in dein Zimmer."
7723,well there s yore and uh y know yesteryear,Rachel,neutral,neutral,776,0,6,11,"00:15:10,242","00:15:17,874",777,"Nun, da ist das ""Früher"". Und, äh, du weißt schon, früher."
7724,yeah no i m telling you rachel has such a great eye for this stuff,Phoebe,neutral,neutral,776,1,6,11,"00:15:19,126","00:15:22,795",777,"Ja, nein, ich sage dir, Rachel hat so ein tolles Auge für diese Sachen."
7725,ross y know if you ever decide you need to redecorate-and i think that you should,Phoebe,neutral,neutral,776,2,6,11,"00:15:22,963","00:15:28,051",777,"Wenn du dich entschließt, dein Zimmer umzudekorieren, und das solltest du."
7726,you should you should ask rachel to help,Phoebe,neutral,neutral,776,3,6,11,"00:15:28,218","00:15:29,969",777,Du solltest Rachel um Hilfe bitten.
7727,oh honey he doesn t need my help,Rachel,neutral,neutral,776,4,6,11,"00:15:30,137","00:15:31,679",777,"Oh, Schatz, er braucht meine Hilfe nicht."
7728,oh come on i think he s ready to get rid of what did you call it the cheap knock-offs and dinosaur junk,Phoebe,joy,positive,776,5,6,11,"00:15:31,847","00:15:37,644",777,"Oh, komm schon! Ich denke, er ist bereit, um loszuwerden, wie hast du es genannt? Die billigen Imitationen und den Dinosaurier-Müll."
7729,really,Ross,surprise,positive,776,6,6,11,"00:15:42,566","00:15:44,275",777,Wirklich?!
7730,hey y know what,Ross,surprise,positive,776,7,6,11,"00:15:45,319","00:15:49,310",777,"Hey, weißt du was?"
